Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Eco,Class_Eco Plus,satisfaction_satisfied,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
1,0,0,0,0,0,37,1962,4,4,2,0,0.0
0,0,1,1,0,0,32,806,3,3,3,9,10.0
0,0,0,0,0,1,56,733,5,5,3,0,0.0
0,0,1,1,0,0,22,337,4,4,4,0,0.0
0,0,0,0,0,0,77,1844,3,3,1,11,25.0
1,0,0,0,0,1,42,1636,4,4,5,0,0.0
0,0,0,0,0,1,35,762,5,5,3,12,13.0
0,0,1,0,1,0,9,192,4,5,4,0,0.0
1,0,0,1,0,1,41,721,3,3,3,0,8.0
0,0,1,0,1,0,50,1587,2,5,2,0,0.0
0,0,0,0,0,1,59,164,4,4,4,0,0.0
0,0,1,1,0,0,34,529,1,4,1,0,0.0
0,0,0,0,0,0,35,1609,4,4,2,23,14.0
1,0,0,0,0,1,47,3607,5,5,5,5,0.0
1,0,1,1,0,0,50,125,3,3,3,3,8.0
0,0,1,1,0,1,48,187,4,4,3,0,0.0
0,0,0,0,0,1,36,1812,5,5,1,1,0.0
1,0,1,1,0,0,41,1024,3,4,3,0,0.0
1,0,0,1,0,1,50,1249,3,4,3,0,0.0
1,0,0,0,0,1,15,1448,5,4,5,0,0.0
0,0,0,0,0,0,38,345,1,1,2,7,7.0
0,0,0,0,0,1,54,212,4,5,4,12,26.0
0,0,0,0,0,1,43,2437,4,4,3,0,53.0
0,0,1,1,0,0,8,328,3,3,3,0,0.0
1,0,0,0,1,0,64,143,1,4,1,13,14.0
1,0,1,0,1,0,36,631,1,4,1,0,0.0
0,0,0,0,0,1,42,1516,4,4,5,0,0.0
0,0,0,0,1,0,38,1064,3,3,3,7,1.0
1,0,0,1,0,1,43,588,4,4,4,24,25.0
1,0,0,1,0,0,26,280,2,3,2,0,0.0
0,0,0,0,0,1,49,1391,5,5,3,0,0.0
1,0,0,0,0,1,59,3601,4,4,3,0,0.0
1,0,1,1,0,0,7,627,5,5,5,0,6.0
0,0,1,1,0,0,15,331,5,4,5,0,0.0
0,0,0,0,0,1,52,1778,5,5,3,25,26.0
1,0,0,0,0,1,41,164,5,3,2,0,0.0
0,0,1,1,0,0,48,910,2,4,5,0,6.0
1,0,0,1,0,0,59,1851,1,1,1,0,5.0
0,0,0,0,0,0,51,591,4,4,4,0,0.0
1,0,1,1,0,0,8,448,2,3,2,1,0.0
0,0,0,0,0,0,59,2079,2,2,4,0,0.0
1,0,0,0,0,1,60,255,3,3,3,23,11.0
1,0,0,0,0,1,45,316,4,4,5,64,53.0
1,0,1,0,0,0,63,802,4,5,4,0,6.0
0,0,1,0,1,1,48,313,1,2,4,0,0.0
1,0,0,0,0,1,54,1649,4,4,5,27,41.0
0,0,1,0,1,0,29,179,4,4,4,0,0.0
0,0,0,1,0,1,22,770,5,1,5,2,9.0
0,0,0,0,0,1,30,2525,2,4,2,0,0.0
0,0,1,1,0,0,46,173,5,5,3,45,29.0
0,0,1,0,0,0,65,2446,2,3,2,11,0.0
0,0,0,0,0,1,39,3262,5,5,4,12,11.0
0,0,0,0,0,1,43,2959,5,5,4,0,0.0
1,0,0,0,1,1,11,2631,5,2,5,0,0.0
1,0,0,0,0,0,24,680,4,3,4,10,50.0
0,0,0,0,1,0,56,605,2,2,4,11,35.0
1,0,0,0,0,0,64,369,2,2,4,0,0.0
1,0,1,1,0,0,53,77,1,4,1,28,31.0
1,0,1,0,1,0,15,1282,3,3,3,0,0.0
0,0,0,0,0,1,59,1823,3,3,3,0,0.0
1,0,1,1,0,0,44,1723,5,4,5,27,26.0
1,0,0,0,0,1,42,1744,3,3,5,8,5.0
0,0,0,0,0,1,49,2528,3,3,5,0,0.0
0,0,1,1,0,0,45,590,5,1,5,25,27.0
0,0,0,1,0,1,41,1416,5,1,5,0,0.0
0,0,0,0,0,1,33,3214,4,4,4,16,15.0
0,0,1,1,0,0,21,999,2,4,2,0,0.0
1,0,0,1,0,1,39,236,3,4,3,0,4.0
1,0,0,1,0,1,64,228,4,2,4,0,0.0
0,0,0,0,0,1,50,2658,5,5,1,0,0.0
1,0,0,0,0,1,43,2447,3,3,3,31,5.0
1,0,0,0,0,1,51,370,4,4,5,2,0.0
0,0,0,0,0,1,46,395,5,5,4,0,0.0
0,0,1,1,0,0,7,1072,5,5,5,5,28.0
1,0,0,1,0,0,31,1590,3,4,3,0,1.0
1,0,1,1,0,1,31,1165,2,5,2,44,4.0
0,0,0,0,0,0,41,2611,3,3,4,11,9.0
0,0,1,1,0,0,44,522,5,5,3,0,13.0
0,0,0,1,0,0,40,129,4,3,4,19,25.0
0,0,0,0,0,1,55,1535,4,4,3,0,0.0
1,0,0,0,0,1,11,1678,5,5,5,3,1.0
0,0,0,0,0,1,48,2857,4,4,5,30,28.0
1,0,0,0,0,1,55,328,2,2,3,10,9.0
0,0,1,1,0,1,65,414,3,3,2,0,0.0
0,0,1,1,0,0,48,237,2,2,3,0,0.0
1,0,1,1,0,0,36,302,5,4,5,1,0.0
0,0,0,0,0,1,28,3032,3,5,3,69,70.0
1,0,0,0,0,1,57,3428,4,4,3,0,0.0
1,0,0,0,0,1,25,3477,5,2,5,9,3.0
0,0,0,0,1,0,28,862,4,3,2,184,173.0
1,0,1,1,0,0,29,862,1,5,1,12,58.0
1,0,1,1,0,1,31,596,4,2,4,0,0.0
0,0,1,0,1,0,33,990,2,5,2,5,0.0
1,0,1,1,0,0,33,227,2,1,2,0,0.0
0,0,0,0,0,1,34,1488,4,4,5,0,0.0
1,0,0,0,0,1,59,1675,4,4,5,1,0.0
1,0,1,1,0,0,8,719,3,5,3,0,28.0
1,0,0,0,0,1,59,588,4,4,3,0,0.0
1,0,0,0,0,1,42,3385,5,5,4,0,0.0
0,0,1,1,0,0,23,631,3,5,3,0,0.0
1,0,0,1,0,0,54,515,3,3,3,44,33.0
0,0,0,0,0,1,39,2046,4,4,3,104,122.0
0,0,0,0,0,0,54,3718,3,3,3,78,80.0
0,0,0,0,0,1,27,1728,5,5,5,0,0.0
1,0,0,0,0,1,35,1605,4,4,4,2,0.0
1,0,0,0,0,1,43,2228,2,5,5,0,0.0
0,0,0,0,0,0,41,3857,2,2,4,0,0.0
1,0,0,0,0,1,34,3301,4,4,4,0,0.0
1,0,0,0,0,1,41,1609,5,5,5,11,0.0
0,0,0,0,0,1,54,3830,5,5,4,2,2.0
0,0,0,0,0,1,49,134,5,4,4,0,0.0
0,0,0,0,0,0,57,544,2,2,4,0,16.0
0,0,0,0,0,1,48,2828,3,3,4,0,15.0
0,0,0,0,0,1,58,3090,4,4,4,0,0.0
0,0,0,0,0,1,39,3706,1,1,5,0,0.0
0,0,0,1,0,0,40,414,1,3,3,169,162.0
0,0,0,1,0,1,45,834,1,1,4,0,0.0
0,0,0,0,0,1,38,1452,5,5,3,41,40.0
1,0,1,1,0,0,13,532,3,4,3,0,0.0
0,0,1,1,0,0,16,213,4,4,5,192,293.0
1,0,0,0,0,1,30,2248,5,4,5,29,11.0
0,0,0,0,0,1,29,181,4,5,4,0,0.0
0,0,1,1,0,0,10,1139,5,5,5,0,15.0
0,0,1,1,0,0,63,1428,1,1,4,0,29.0
1,0,1,0,1,0,30,2105,4,5,4,0,0.0
0,0,1,1,0,0,60,1009,1,1,5,0,0.0
0,0,1,1,0,1,27,209,4,4,4,0,0.0
1,0,1,1,0,0,17,748,1,4,1,1,2.0
0,0,0,0,0,1,41,386,4,4,3,83,81.0
0,0,1,1,0,0,16,399,2,4,2,26,43.0
1,0,1,0,1,0,39,1037,3,2,3,0,0.0
1,0,1,0,0,0,32,397,4,5,4,11,9.0
1,0,0,1,0,1,52,266,4,3,4,0,0.0
0,0,1,1,0,0,19,496,5,4,5,0,0.0
1,0,0,1,0,0,41,359,4,3,4,30,28.0
1,0,1,0,1,0,60,101,2,1,2,0,0.0
0,0,1,1,0,0,58,950,5,5,3,2,0.0
1,0,0,0,0,0,39,280,3,3,2,0,0.0
1,0,0,0,0,1,30,526,4,5,4,0,0.0
0,0,0,0,0,1,41,3874,4,4,1,0,0.0
0,0,1,1,0,0,37,718,5,4,5,0,0.0
1,0,0,0,0,0,50,1428,3,3,1,0,0.0
1,0,1,1,0,0,32,177,2,4,2,25,17.0
0,0,0,0,1,1,36,287,5,4,5,0,0.0
1,0,0,0,0,1,21,1620,3,4,3,0,0.0
0,0,1,1,0,0,14,577,3,3,4,177,163.0
1,0,0,0,0,1,51,2735,4,4,4,0,0.0
0,0,0,1,0,0,76,650,4,4,2,0,0.0
0,0,1,1,0,0,29,762,3,5,3,0,0.0
1,0,1,1,0,0,27,846,5,4,3,157,145.0
1,0,0,0,0,1,44,3519,5,5,3,0,0.0
1,0,0,0,0,1,22,345,2,5,2,21,10.0
1,0,0,0,0,1,53,1035,3,3,5,0,0.0
1,0,1,1,0,0,27,534,4,5,4,0,0.0
1,0,1,0,1,0,38,562,4,4,4,27,29.0
1,0,1,1,0,0,18,1660,1,4,1,81,59.0
0,0,0,1,0,1,22,605,5,3,5,83,84.0
0,0,0,0,0,1,32,2556,5,4,5,0,0.0
1,0,1,1,0,0,38,1476,1,5,1,0,6.0
1,0,0,0,0,1,57,3263,5,5,4,1,0.0
0,0,0,0,0,0,51,2049,4,4,3,1,0.0
0,0,1,0,1,0,8,1678,2,2,2,0,0.0
0,0,0,1,0,0,62,728,3,3,1,0,12.0
0,0,0,0,0,0,59,2180,2,2,2,15,17.0
1,0,0,0,0,0,39,3164,2,3,1,74,73.0
1,0,1,0,1,0,8,447,1,3,1,0,0.0
1,0,1,1,0,0,52,2446,4,5,4,7,0.0
1,0,0,0,1,0,17,224,3,4,3,0,5.0
1,0,1,1,0,0,10,409,4,5,4,33,18.0
0,0,1,1,0,0,18,980,4,4,4,0,0.0
1,0,0,0,0,1,49,2100,4,4,2,4,0.0
0,0,0,0,1,0,30,1598,2,3,2,9,28.0
1,0,1,1,0,0,8,1956,4,2,4,0,0.0
1,0,0,0,0,1,49,721,5,5,5,9,0.0
1,0,0,0,0,1,35,2279,5,5,4,14,16.0
0,0,0,0,0,0,46,3705,4,4,4,4,0.0
0,0,0,0,0,0,44,3003,2,2,4,12,10.0
0,0,1,1,0,0,31,781,5,4,5,6,6.0
1,0,1,1,0,1,57,370,2,3,2,8,0.0
0,0,0,0,0,1,50,1703,2,5,4,5,0.0
1,0,0,0,0,1,42,1624,5,5,4,0,0.0
0,0,1,1,0,0,7,349,2,5,2,0,0.0
0,0,0,1,0,0,26,1086,4,4,4,0,0.0
0,0,0,0,0,1,40,2342,3,3,4,0,0.0
0,0,0,0,1,1,34,109,3,4,3,0,0.0
0,0,0,0,0,1,60,689,4,4,4,0,0.0
0,0,1,0,0,0,26,674,2,4,2,6,4.0
0,0,1,1,0,0,13,109,2,2,2,0,0.0
0,0,0,1,0,0,48,946,4,4,1,0,23.0
0,0,0,0,1,1,30,746,4,5,4,0,0.0
0,0,0,1,0,0,37,403,4,3,4,75,69.0
1,0,0,1,0,0,54,711,3,1,3,0,0.0
0,0,1,1,0,0,19,493,1,4,1,0,0.0
0,0,0,0,0,1,39,1547,5,5,5,0,0.0
0,0,0,0,0,1,49,3133,4,4,5,0,0.0
1,0,0,0,1,1,36,994,5,2,5,148,140.0
1,0,0,1,0,0,55,964,2,4,2,0,0.0
1,0,0,0,0,1,51,481,4,4,3,0,0.0
1,0,0,1,0,0,29,1190,4,3,4,2,0.0
0,0,1,1,0,0,40,936,2,4,2,39,42.0
0,0,0,0,0,1,40,1710,3,3,3,7,49.0
0,0,1,1,0,1,58,682,1,1,4,0,0.0
0,0,0,0,0,1,29,2184,3,4,3,6,5.0
0,0,0,0,0,1,54,3238,4,4,4,15,6.0
1,0,1,1,0,0,65,601,3,4,3,0,0.0
0,0,0,0,0,1,31,2227,4,5,4,0,6.0
0,0,0,0,0,1,53,3451,3,5,3,0,0.0
0,0,1,1,0,0,13,2454,1,3,5,27,54.0
0,0,1,1,0,0,34,445,1,5,1,0,0.0
0,0,1,0,1,0,23,750,4,4,4,0,0.0
0,0,0,0,0,1,46,645,4,4,3,0,0.0
0,0,0,0,0,0,61,2260,3,3,2,50,81.0
0,0,0,0,0,0,54,1428,4,4,2,3,0.0
0,0,1,1,0,0,26,918,5,5,5,0,0.0
0,0,0,0,0,1,60,236,5,5,5,0,0.0
0,0,1,1,0,1,23,451,4,3,4,0,0.0
1,0,0,1,0,1,37,499,5,1,5,0,2.0
0,0,0,0,0,1,50,1605,5,5,5,0,26.0
0,0,0,0,0,1,50,2583,5,4,4,6,0.0
1,0,1,1,0,0,69,584,2,5,2,0,0.0
1,0,1,1,0,0,32,602,5,4,5,0,0.0
0,0,0,0,0,1,37,651,5,5,4,0,0.0
0,0,0,0,0,1,53,628,4,4,5,12,6.0
0,0,0,0,0,1,35,2611,3,5,4,109,120.0
1,0,0,0,0,1,33,2112,5,4,5,0,0.0
1,0,1,1,0,0,48,308,1,4,1,0,0.0
1,0,0,0,0,1,19,1416,4,4,4,0,0.0
0,0,1,1,0,0,46,1222,5,4,4,13,2.0
1,0,1,1,0,0,7,692,3,4,1,142,119.0
0,0,0,1,0,1,10,964,4,4,4,2,0.0
1,0,1,1,0,0,38,508,3,4,3,29,35.0
0,0,0,0,0,1,49,2385,3,3,5,0,0.0
1,0,0,0,0,1,50,1822,2,2,5,0,0.0
1,0,1,1,0,0,20,944,1,3,1,13,31.0
0,0,1,0,0,0,9,1188,1,3,1,7,7.0
0,0,1,1,0,0,54,156,4,4,1,0,0.0
0,0,0,0,0,0,65,1440,2,2,1,68,83.0
0,0,0,0,0,0,55,3390,2,2,2,0,4.0
0,0,1,1,0,1,39,328,1,2,1,12,0.0
1,0,0,0,0,0,44,125,3,2,2,0,0.0
1,0,0,0,0,0,55,1576,1,1,3,0,0.0
0,0,0,0,0,1,51,640,3,3,4,28,20.0
1,0,0,1,0,1,41,302,5,1,5,9,0.0
0,0,0,0,0,1,74,1968,5,5,5,0,0.0
0,0,0,0,1,1,25,237,5,1,5,1,0.0
0,0,0,0,0,1,55,175,5,4,4,87,72.0
1,0,0,1,0,0,49,419,1,2,1,90,71.0
0,0,0,0,0,1,60,200,4,4,4,0,0.0
0,0,1,1,0,0,28,210,1,3,1,37,42.0
1,0,1,0,1,0,48,299,4,4,4,16,9.0
1,0,0,0,0,1,57,1785,4,4,4,0,3.0
1,0,0,0,0,0,31,601,4,2,4,0,0.0
1,0,0,0,0,1,50,283,5,5,4,0,2.0
1,0,0,0,0,1,16,563,4,5,4,0,7.0
1,0,0,1,0,1,36,236,5,1,5,0,0.0
1,0,0,0,0,0,53,223,2,2,3,24,23.0
0,0,1,1,0,0,15,1185,2,2,2,0,0.0
0,0,1,1,0,0,66,563,2,1,3,0,0.0
0,0,0,0,0,1,58,325,1,1,5,0,0.0
0,0,0,0,0,1,34,1617,5,5,3,0,0.0
0,0,0,0,0,1,31,163,5,2,5,0,0.0
1,0,0,1,0,0,52,305,4,3,4,0,0.0
1,0,0,0,0,1,30,2611,3,5,4,0,2.0
1,0,0,1,0,0,45,577,3,2,3,0,5.0
0,0,0,1,0,1,40,1400,4,5,4,18,9.0
1,0,0,0,0,1,42,3228,5,5,4,57,51.0
0,0,0,0,1,0,31,587,4,3,4,0,0.0
1,0,0,1,0,1,53,844,4,3,4,33,19.0
1,0,1,0,0,0,55,173,2,2,5,25,22.0
0,0,0,0,1,1,52,190,5,5,2,27,23.0
1,0,0,1,0,0,29,1012,3,3,3,0,3.0
0,0,0,0,0,0,20,883,4,3,4,20,30.0
1,0,1,1,0,0,15,1303,1,5,1,0,22.0
0,0,1,0,1,0,63,270,4,4,4,3,0.0
0,0,0,0,0,1,37,3403,4,5,3,0,0.0
1,0,0,0,0,0,62,3283,1,1,2,50,40.0
1,0,0,0,1,1,39,925,4,2,4,0,0.0
1,0,0,0,0,0,27,507,3,4,3,25,20.0
1,0,0,0,0,1,33,337,5,1,5,0,0.0
1,0,0,0,0,1,35,3410,4,4,3,0,0.0
1,0,1,0,0,0,30,495,2,3,2,11,0.0
0,0,0,0,0,1,43,1488,4,4,3,20,0.0
0,0,1,1,0,0,43,550,1,1,3,0,0.0
0,0,1,1,0,0,17,114,5,4,5,0,0.0
1,0,1,1,0,0,7,190,5,4,5,58,50.0
1,0,1,0,0,0,51,192,2,1,4,21,11.0
0,0,0,0,0,1,27,1990,4,5,4,2,13.0
0,0,0,0,0,1,46,192,4,4,3,0,0.0
0,0,0,0,0,1,34,2818,5,5,5,0,0.0
1,0,0,1,0,1,56,493,5,3,5,0,0.0
0,0,1,1,0,0,25,489,3,2,3,0,0.0
0,0,0,1,0,1,45,109,4,4,1,3,1.0
0,0,0,0,1,1,60,746,5,5,5,7,0.0
1,0,0,0,0,1,59,2527,4,4,4,0,0.0
1,0,0,1,0,0,49,874,4,4,4,27,26.0
0,0,0,0,0,0,75,191,1,2,1,0,0.0
0,0,1,1,0,0,10,1440,2,2,2,0,0.0
1,0,0,0,1,0,55,110,3,4,3,0,0.0
0,0,0,0,0,1,59,2918,4,4,5,33,26.0
0,0,1,0,1,0,37,446,3,5,3,7,2.0
1,0,0,1,0,1,36,216,4,1,4,0,0.0
0,0,0,0,0,1,59,2653,1,1,3,54,50.0
1,0,0,0,0,0,50,3883,2,2,4,0,39.0
0,0,0,0,0,1,52,3112,4,4,4,0,0.0
1,0,1,1,0,0,30,74,2,5,2,0,0.0
0,0,0,1,0,0,55,692,4,4,2,3,11.0
0,0,0,0,0,1,55,3055,4,4,5,2,0.0
0,0,0,1,0,0,34,846,3,3,3,9,5.0
0,0,1,1,0,1,63,1390,4,3,5,0,0.0
1,0,0,0,0,1,67,1559,5,5,2,0,0.0
0,0,0,0,0,1,29,2556,3,4,5,0,19.0
1,0,0,0,0,1,45,1889,4,4,3,0,0.0
0,0,0,1,0,0,30,1829,3,4,3,16,11.0
0,0,0,0,0,0,29,2663,1,3,3,162,162.0
0,0,0,0,0,1,30,2473,5,5,5,0,0.0
0,0,1,1,0,0,42,262,1,1,5,0,0.0
1,0,1,1,0,0,37,2370,3,3,3,1,0.0
0,0,1,1,0,0,28,616,2,1,2,0,0.0
0,0,1,0,0,0,61,872,5,5,1,0,0.0
1,0,0,0,0,0,31,1390,1,3,1,0,0.0
0,0,0,0,0,1,46,1313,2,2,3,0,0.0
0,0,1,1,0,0,54,937,5,5,2,4,15.0
0,0,0,0,0,1,39,479,3,3,4,0,0.0
0,0,0,0,0,1,38,645,4,4,5,147,183.0
0,0,1,0,1,0,41,1379,1,1,5,0,0.0
1,0,0,1,0,0,42,1041,5,3,5,75,71.0
0,0,0,1,0,1,46,748,5,5,5,0,0.0
1,0,1,1,0,0,41,175,3,4,3,0,0.0
0,0,0,0,0,0,27,2787,2,4,2,4,0.0
1,0,1,1,0,0,14,558,5,5,5,0,0.0
1,0,1,1,0,0,42,2979,3,4,3,0,0.0
0,0,1,1,0,1,30,216,4,4,4,0,0.0
0,0,0,0,0,1,48,327,4,4,3,12,7.0
0,0,0,0,0,1,32,1574,4,5,4,49,41.0
0,0,0,1,0,0,23,338,2,3,2,0,0.0
1,0,0,1,0,1,46,163,5,2,5,0,0.0
1,0,1,1,0,0,13,1452,2,4,2,130,118.0
1,0,1,1,0,0,20,135,4,4,4,0,0.0
1,0,0,0,0,1,27,2281,4,3,4,0,0.0
1,0,1,1,0,0,40,1546,5,5,5,0,0.0
0,0,1,1,0,0,49,937,3,3,5,22,31.0
1,0,0,0,0,1,46,2176,2,2,4,84,63.0
1,0,1,0,0,0,54,157,1,1,4,76,69.0
0,0,0,0,0,1,49,679,3,3,4,2,3.0
1,0,0,1,0,1,39,954,5,1,5,2,23.0
1,0,0,0,0,1,34,1991,5,4,5,0,0.0
1,0,0,0,0,1,40,1464,4,4,4,100,91.0
0,0,1,0,0,1,18,166,3,4,3,0,0.0
0,0,1,1,0,1,47,255,5,5,3,10,2.0
1,0,0,0,0,1,51,1452,4,4,5,0,0.0
0,0,0,0,0,0,34,2091,2,2,3,0,0.0
0,0,1,0,0,0,29,369,4,4,4,1,8.0
0,0,1,1,0,0,36,844,5,5,5,48,48.0
0,0,1,1,0,0,41,255,3,3,3,2,0.0
0,0,0,0,0,1,30,2199,5,3,5,0,0.0
1,0,1,1,0,0,44,1190,4,5,4,0,0.0
0,0,0,0,0,1,67,304,5,5,3,0,0.0
0,0,1,0,1,0,38,1592,4,4,4,26,21.0
1,0,0,0,1,0,54,900,2,2,2,28,25.0
1,0,1,1,0,0,15,391,3,5,3,0,0.0
0,0,0,0,0,1,33,845,4,4,5,0,0.0
1,0,1,0,1,0,67,610,1,4,1,103,106.0
1,0,0,0,0,1,57,438,4,4,4,35,51.0
0,0,0,0,0,1,49,2583,5,5,4,0,42.0
0,0,0,1,0,0,17,307,2,3,2,39,28.0
1,0,0,0,0,1,50,3878,5,5,4,4,0.0
1,0,0,0,0,1,58,294,4,4,5,0,2.0
1,0,0,0,0,1,57,224,5,5,5,1,0.0
1,0,0,0,0,1,16,2655,2,5,2,0,50.0
0,0,0,0,0,1,39,453,5,5,5,0,0.0
0,0,1,1,0,0,35,406,5,5,5,0,0.0
0,0,0,0,0,1,49,1587,5,5,3,128,114.0
0,0,0,0,0,1,43,622,4,4,4,1,0.0
0,0,0,0,0,1,47,1595,4,4,3,6,2.0
0,0,0,0,0,1,40,3309,4,4,3,18,0.0
1,0,0,0,0,0,43,1832,2,2,3,0,1.0
1,0,1,1,0,0,27,1524,1,2,1,0,0.0
0,0,0,0,0,1,28,2065,4,4,4,0,0.0
0,0,0,0,0,0,30,594,2,3,2,30,21.0
1,0,0,0,0,0,27,1600,2,4,2,0,0.0
0,0,1,0,1,0,26,602,3,5,3,6,0.0
1,0,1,1,0,0,25,369,4,4,4,0,0.0
1,0,1,1,0,0,62,240,3,3,3,7,0.0
1,0,1,1,0,0,25,214,2,4,2,0,0.0
0,0,0,0,0,1,33,744,5,5,1,0,0.0
1,0,1,1,0,0,70,1182,1,5,1,0,0.0
0,0,1,1,0,0,62,1020,1,1,4,0,2.0
1,0,0,1,0,1,44,1754,5,3,5,0,0.0
0,0,1,1,0,0,55,899,3,3,3,0,0.0
1,0,1,1,0,0,24,853,3,5,3,0,0.0
0,0,0,0,0,1,58,1747,4,4,3,7,0.0
1,0,1,0,0,0,69,337,1,1,3,14,0.0
0,0,0,0,0,1,27,1342,3,4,3,0,4.0
0,0,0,0,0,1,43,508,4,4,5,7,7.0
1,0,1,1,0,0,53,602,2,3,2,4,8.0
0,0,0,0,0,1,58,116,4,5,4,0,0.0
1,0,1,1,0,0,24,500,1,4,1,0,0.0
0,0,0,1,0,0,35,2342,3,3,3,39,37.0
1,0,0,0,1,0,17,507,3,4,3,90,85.0
0,0,0,0,0,1,60,3639,4,4,5,6,0.0
0,0,0,0,0,1,41,3933,5,5,3,190,182.0
0,0,0,0,1,1,63,2465,3,1,4,0,0.0
1,0,0,0,0,0,32,258,3,4,3,0,3.0
1,0,1,1,0,0,55,594,3,3,3,1,0.0
1,0,1,1,0,0,60,2402,2,4,2,14,11.0
1,0,1,0,0,0,43,446,5,5,3,2,0.0
1,0,1,1,0,0,56,2125,4,4,4,4,0.0
0,0,0,0,0,1,41,3805,4,4,3,7,4.0
1,0,0,0,0,0,54,1592,1,1,4,7,13.0
1,0,1,1,0,0,57,872,2,3,2,0,0.0
0,0,0,0,0,0,41,429,1,1,2,42,39.0
1,0,0,0,0,1,27,2714,4,2,4,0,0.0
0,0,1,1,0,0,58,280,5,5,4,9,38.0
1,0,0,0,0,1,42,689,4,4,5,8,16.0
1,0,1,1,0,0,29,543,1,4,1,8,0.0
1,0,0,0,0,0,47,1728,1,1,4,0,0.0
1,0,0,1,0,1,23,331,5,4,5,48,43.0
0,0,0,0,0,1,48,675,4,4,3,18,12.0
0,0,1,1,0,0,68,423,5,5,3,0,0.0
0,0,1,1,0,0,44,414,5,5,3,0,0.0
0,0,1,1,0,0,39,2486,3,3,1,22,31.0
0,0,0,0,0,0,37,3179,2,2,1,66,80.0
0,0,0,1,0,0,38,478,2,1,2,0,0.0
1,0,0,0,0,1,48,2207,4,4,4,7,1.0
0,0,0,0,0,1,40,575,4,4,5,0,0.0
0,0,1,1,0,0,67,666,5,5,2,9,94.0
0,0,1,0,1,0,32,1024,4,5,5,240,227.0
1,0,0,0,0,1,48,1723,2,2,5,20,3.0
1,0,1,0,1,1,42,733,1,2,1,0,0.0
0,0,0,1,0,0,20,950,2,3,2,0,0.0
0,0,1,1,0,0,28,129,3,3,3,0,18.0
0,0,1,1,0,0,7,534,2,4,2,19,12.0
0,0,1,0,0,0,31,680,4,4,4,0,0.0
0,0,0,0,0,1,25,3764,4,5,4,108,129.0
0,0,0,0,0,1,25,2961,4,4,4,0,0.0
1,0,0,0,0,0,43,2173,4,4,1,0,0.0
0,0,0,0,1,0,49,288,2,2,1,0,0.0
1,0,1,0,1,0,63,935,1,4,1,0,19.0
0,0,0,0,0,1,33,3850,3,3,5,0,0.0
1,0,1,0,0,0,29,383,4,4,4,0,0.0
1,0,0,0,0,1,53,1752,4,4,5,0,5.0
0,0,0,0,0,1,58,3451,3,3,5,0,3.0
1,0,1,1,0,0,38,1823,2,3,2,0,0.0
1,0,0,0,0,1,57,3259,4,4,4,0,0.0
0,0,0,0,0,1,56,2486,3,5,5,1,45.0
0,0,1,1,0,0,44,696,2,2,1,0,0.0
1,0,1,1,0,0,44,502,5,5,5,0,0.0
0,0,0,0,0,1,45,2904,5,5,3,9,0.0
0,0,1,1,0,0,51,1023,1,1,3,2,9.0
0,0,0,1,0,0,60,1709,2,2,1,0,25.0
0,0,1,1,0,0,40,1438,5,5,5,0,0.0
0,0,0,0,0,1,60,230,5,5,1,0,0.0
0,0,1,1,0,0,49,1416,3,4,5,210,204.0
1,0,0,0,0,0,37,2999,4,2,3,0,0.0
1,0,1,1,0,0,24,697,4,5,4,42,33.0
1,0,1,1,0,0,8,1121,5,3,5,0,0.0
0,0,0,0,0,1,34,728,4,4,5,0,0.0
1,0,1,1,0,0,68,1037,1,5,1,0,0.0
1,0,1,1,0,0,39,618,2,4,2,0,0.0
0,0,0,0,0,0,12,3882,2,4,2,0,0.0
1,0,1,0,1,0,50,162,5,5,5,0,0.0
1,0,0,1,0,0,17,468,4,3,2,141,156.0
1,0,0,0,0,1,54,2371,4,4,4,7,28.0
1,0,0,0,0,1,54,1096,2,2,5,0,0.0
1,0,1,1,0,1,51,408,4,1,4,10,38.0
0,0,0,0,0,1,41,327,5,5,3,0,0.0
0,0,0,0,0,1,49,3563,5,5,5,0,0.0
1,0,1,1,0,0,49,502,2,5,2,59,41.0
0,0,0,0,0,1,45,2664,4,5,3,9,0.0
1,0,1,0,1,0,46,270,2,3,2,112,115.0
0,0,0,0,1,0,9,1953,2,4,2,0,9.0
1,0,0,0,0,1,30,3520,5,5,5,5,0.0
1,0,0,0,0,1,38,2563,5,5,3,0,0.0
0,0,1,1,0,1,8,671,4,5,4,4,2.0
0,0,0,0,0,1,50,404,5,5,5,13,3.0
1,0,1,0,0,0,68,255,5,5,2,5,1.0
0,0,0,1,0,1,47,1199,5,5,2,6,14.0
0,0,0,0,0,1,21,2364,4,5,4,0,0.0
0,0,0,0,0,1,42,1792,4,4,3,5,0.0
1,0,1,1,0,0,19,862,4,4,4,0,0.0
0,0,0,1,0,0,38,546,2,3,2,0,0.0
1,0,1,1,0,0,50,441,1,3,1,0,0.0
1,0,0,0,0,1,60,2586,5,4,5,60,69.0
0,0,1,0,0,0,61,2556,1,1,1,0,0.0
1,0,0,0,0,1,28,1969,5,4,5,0,0.0
1,0,0,0,0,1,45,1400,4,4,3,0,18.0
0,0,1,1,0,0,17,201,5,5,5,0,0.0
